A Comparative Analysis of Monofunctional Biosynthetic Peptidoglycan Transglycosylase (MBPT) from Pathogenic and Non-pathogenic Bacteria.
('A', 'A', 'DT', 'B-NP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('variety', 'variety', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('antibiotics', 'antibiotic', 'NNS', 'B-NP', 'O')
('giving', 'give', 'VBG', 'B-VP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('name,', 'name,', 'NN', 'I-NP', 'B-protein')
('penicillin', 'penicillin', 'NN', 'I-NP', 'I-protein')
('binding', 'binding', 'NN', 'I-NP', 'I-protein')
('protein', 'protein', 'NN', 'I-NP', 'I-protein')
('(Suginaka', '(Suginaka', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2007).', '2007).', 'CD', 'B-NP', 'O')
A number of sequenced genomes from a variety of bacterial species indicate that a majority of bacterial species have acquired genes via horizontal gene transfer which allows them to be better suited to survive in certain environmental conditions or niches (Schmidt and Hensel, 2004).
('A', 'A', 'DT', 'B-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('sequenced', 'sequence', 'VBN', 'B-NP', 'O')
('genomes', 'genome', 'NNS', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('variety', 'variety', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('bacterial', 'bacterial', 'JJ', 'B-NP', 'O')
('species', 'specie', 'NNS', 'I-NP', 'O')
('indicate', 'indicate', 'VBP', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('majority', 'majority', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('bacterial', 'bacterial', 'JJ', 'B-NP', 'O')
('species', 'specie', 'NNS', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('acquired', 'acquire', 'VBN', 'I-VP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('via', 'via', 'IN', 'B-PP', 'O')
('horizontal', 'horizontal', 'JJ', 'B-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('transfer', 'transfer', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('allows', 'allow', 'VBZ', 'B-VP', 'O')
('them', 'them', 'PRP', 'B-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('better', 'well', 'RBR', 'I-VP', 'O')
('suited', 'suit', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('survive', 'survive', 'VB', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('certain', 'certain', 'JJ', 'B-NP', 'O')
('environmental', 'environmental', 'JJ', 'I-NP', 'O')
('conditions', 'condition', 'NNS', 'I-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('niches', 'niche', 'NNS', 'B-NP', 'O')
('(Schmidt', '(Schmidt', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('Hensel,', 'Hensel,', 'NNP', 'I-NP', 'O')
('2004).', '2004).', 'CD', 'I-NP', 'O')
Horizontal gene transfer can be achieved through a variety of mechanisms including natural transformation (Schmidt and Hensel, 2004), an exchange of plasmids and pathogenicity islands by way of conjugation (Schierack et al., 2006) as well as transduction by bacteriophages (Wagner and Waldor, 2002).
('Horizontal', 'Horizontal', 'JJ', 'B-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('transfer', 'transfer', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('achieved', 'achieve', 'VBN', 'I-VP', 'O')
('through', 'through', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('variety', 'variety', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('mechanisms', 'mechanism', 'NNS', 'B-NP', 'O')
('including', 'include', 'VBG', 'B-PP', 'O')
('natural', 'natural', 'JJ', 'B-NP', 'O')
('transformation', 'transformation', 'NN', 'I-NP', 'O')
('(Schmidt', '(Schmidt', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('Hensel,', 'Hensel,', 'NNP', 'I-NP', 'O')
('2004),', '2004),', 'VBD', 'B-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('exchange', 'exchange', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('plasmids', 'plasmid', 'NNS', 'B-NP', 'B-DNA')
('and', 'and', 'CC', 'O', 'O')
('pathogenicity', 'pathogenicity', 'NN', 'B-NP', 'O')
('islands', 'island', 'NNS', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('way', 'way', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('conjugation', 'conjugation', 'NN', 'B-NP', 'O')
('(Schierack', '(Schierack', 'NNP', 'I-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.,', 'al.,', 'FW', 'I-NP', 'O')
('2006)', '2006)', 'CD', 'I-NP', 'O')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('transduction', 'transduction', 'NN', 'B-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('bacteriophages', 'bacteriophage', 'NNS', 'B-NP', 'O')
('(Wagner', '(Wagner', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('Waldor,', 'Waldor,', 'NNP', 'I-NP', 'O')
('2002).', '2002).', 'CD', 'I-NP', 'O')
Evolutionary differences between infectious and non infectious bacteria are apparent in their protein sequences as the two factions continue to separate from one another and exploit new environments for species proliferation.
('Evolutionary', 'Evolutionary', 'JJ', 'B-NP', 'O')
('differences', 'difference', 'NNS', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('infectious', 'infectious', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('non', 'non', 'JJ', 'I-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('apparent', 'apparent', 'JJ', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('as', 'as', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('two', 'two', 'CD', 'I-NP', 'O')
('factions', 'faction', 'NNS', 'I-NP', 'O')
('continue', 'continue', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('separate', 'separate', 'VB', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('another', 'another', 'DT', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('exploit', 'exploit', 'VB', 'B-VP', 'O')
('new', 'new', 'JJ', 'B-NP', 'O')
('environments', 'environment', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('species', 'specie', 'NNS', 'B-NP', 'O')
('proliferation.', 'proliferation.', 'VBP', 'B-VP', 'O')
The purpose of this article is to analyze MBPT sequences derived from infectious and non   infectious microbial organisms using a variety of bioinformatic tools.
('The', 'The', 'DT', 'B-NP', 'O')
('purpose', 'purpose', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('article', 'article', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('analyze', 'analyze', 'VB', 'I-VP', 'O')
('MBPT', 'MBPT', 'NN', 'B-NP', 'B-DNA')
('sequences', 'sequence', 'NNS', 'I-NP', 'I-DNA')
('derived', 'derive', 'VBN', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('infectious', 'infectious', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('non', 'non', 'JJ', 'I-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('microbial', 'microbial', 'JJ', 'I-NP', 'O')
('organisms', 'organism', 'NNS', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('variety', 'variety', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('bioinformatic', 'bioinformatic', 'JJ', 'B-NP', 'O')
('tools.', 'tools.', 'NNS', 'I-NP', 'O')
Here, we hypothesize that the sequence and the function of MBPT differs significantly between the two groups.
('Here,', 'Here,', 'RB', 'B-ADVP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('hypothesize', 'hypothesize', 'VBP', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sequence', 'sequence', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('MBPT', 'MBPT', 'NN', 'B-NP', 'B-protein')
('differs', 'differ', 'VBZ', 'B-VP', 'O')
('significantly', 'significantly', 'RB', 'B-ADVP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('two', 'two', 'CD', 'I-NP', 'O')
('groups.', 'groups.', 'NNS', 'I-NP', 'O')
The differences in the protein sequence may play a decisive role in defining the pathogenicity of a microbe.
('The', 'The', 'DT', 'B-NP', 'O')
('differences', 'difference', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'B-DNA')
('sequence', 'sequence', 'NN', 'I-NP', 'I-DNA')
('may', 'may', 'MD', 'B-VP', 'O')
('play', 'play', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('decisive', 'decisive', 'JJ', 'I-NP', 'O')
('role', 'role', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('defining', 'define', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('pathogenicity', 'pathogenicity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('microbe.', 'microbe.', 'NN', 'I-NP', 'O')
The sequences for analysis were obtained from the NCBI website (http://www.
('The', 'The', 'DT', 'B-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('analysis', 'analysis', 'NN', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('obtained', 'obtain', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('NCBI', 'NCBI', 'NNP', 'I-NP', 'O')
('website', 'website', 'NN', 'I-NP', 'O')
('(http://www.', '(http://www.', '.', 'O', 'O')
ncbi.
('ncbi.', 'ncbi.', 'LS', 'B-LST', 'O')
nlm.
('nlm.', 'nlm.', 'LS', 'B-LST', 'O')
nih.
('nih.', 'nih.', 'LS', 'B-LST', 'O')
gov/).
('gov/).', 'gov/).', 'LS', 'B-LST', 'O')
Thirty one sequences were carefully selected based on their size, function, and organism origin.
('Thirty', 'Thirty', 'CD', 'B-NP', 'O')
('one', 'one', 'CD', 'I-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('carefully', 'carefully', 'RB', 'I-VP', 'O')
('selected', 'select', 'VBN', 'I-VP', 'O')
('based', 'base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('size,', 'size,', 'NN', 'I-NP', 'O')
('function,', 'function,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('organism', 'organism', 'NN', 'B-NP', 'O')
('origin.', 'origin.', 'NN', 'I-NP', 'O')
The selected sequences include fifteen sequences from bacterial species (fourteen gamma proteobacteria and one alpha proteobacteria) that are known to be infectious in humans and sixteen sequences from non infectious bacterial species (nine alpha proteobacteria and six beta proteobacteria).
('The', 'The', 'DT', 'B-NP', 'O')
('selected', 'select', 'VBN', 'I-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('include', 'include', 'VBP', 'B-VP', 'O')
('fifteen', 'fifteen', 'CD', 'B-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('bacterial', 'bacterial', 'JJ', 'B-NP', 'O')
('species', 'specie', 'NNS', 'I-NP', 'O')
('(fourteen', '(fourteen', 'VBP', 'B-VP', 'O')
('gamma', 'gamma', 'NN', 'B-NP', 'O')
('proteobacteria', 'proteobacteria', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('alpha', 'alpha', 'NN', 'I-NP', 'O')
('proteobacteria)', 'proteobacteria)', 'NN', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('known', 'know', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('infectious', 'infectious', 'JJ', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('humans', 'human', 'NNS', 'B-NP', 'B-DNA')
('and', 'and', 'CC', 'O', 'I-DNA')
('sixteen', 'sixteen', 'CD', 'B-NP', 'I-DNA')
('sequences', 'sequence', 'NNS', 'I-NP', 'I-DNA')
('from', 'from', 'IN', 'B-PP', 'O')
('non', 'non', 'JJ', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacterial', 'bacterial', 'JJ', 'I-NP', 'O')
('species', 'specie', 'NNS', 'I-NP', 'O')
('(nine', '(nine', 'NN', 'I-NP', 'O')
('alpha', 'alpha', 'NN', 'I-NP', 'O')
('proteobacteria', 'proteobacteria', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('six', 'six', 'CD', 'B-NP', 'O')
('beta', 'beta', 'SYM', 'I-NP', 'O')
('proteobacteria).', 'proteobacteria).', 'NN', 'I-NP', 'O')
MBPT was chosen because of its occurrence in a number of non infectious as well as infectious bacteria from a wide variety of environments.
('MBPT', 'MBPT', 'NN', 'B-NP', 'B-protein')
('was', 'be', 'VBD', 'B-VP', 'O')
('chosen', 'choose', 'VBN', 'I-VP', 'O')
('because', 'because', 'IN', 'B-PP', 'O')
('of', 'of', 'IN', 'I-PP', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('occurrence', 'occurrence', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('non', 'non', 'JJ', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('infectious', 'infectious', 'JJ', 'B-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('wide', 'wide', 'JJ', 'I-NP', 'O')
('variety', 'variety', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('environments.', 'environments.', 'NN', 'B-NP', 'O')
The bacteria were selected based on the severity of pathogenicity as the most infectious diseases were found in the gamma proteobacteria family and represented in the infectious bacteria chosen for analysis.
('The', 'The', 'DT', 'B-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('selected', 'select', 'VBN', 'I-VP', 'O')
('based', 'base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('severity', 'severity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('pathogenicity', 'pathogenicity', 'NN', 'B-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('most', 'most', 'RBS', 'I-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('diseases', 'disease', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('gamma', 'gamma', 'NN', 'I-NP', 'B-protein')
('proteobacteria', 'proteobacteria', 'NN', 'I-NP', 'I-protein')
('family', 'family', 'NN', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'O', 'O')
('represented', 'represent', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('chosen', 'choose', 'VBN', 'B-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('analysis.', 'analysis.', 'NN', 'B-NP', 'O')
Motifs were identified using the MEME Motif Discovery Tool at the default settings except for increasing the maximum number of motifs to ten (Bailey et al., 2006).
('Motifs', 'Motif', 'NNS', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('identified', 'identify', 'VBN', 'I-VP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('MEME', 'MEME', 'NNP', 'I-NP', 'O')
('Motif', 'Motif', 'NNP', 'I-NP', 'O')
('Discovery', 'Discovery', 'NNP', 'I-NP', 'O')
('Tool', 'Tool', 'NNP', 'I-NP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('default', 'default', 'NN', 'I-NP', 'O')
('settings', 'setting', 'NNS', 'I-NP', 'O')
('except', 'except', 'IN', 'B-PP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('increasing', 'increase', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('maximum', 'maximum', 'JJ', 'I-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('motifs', 'motif', 'NNS', 'B-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('ten', 'ten', 'CD', 'B-NP', 'O')
('(Bailey', '(Bailey', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2006).', '2006).', 'CD', 'B-NP', 'O')
The identification of similar motifs as well as the analysis of the phylogenic tree aided in the construction of the dot plots to further analyze the position of specific amino acid motifs in the selected protein sequences.
('The', 'The', 'DT', 'B-NP', 'O')
('identification', 'identification', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('similar', 'similar', 'JJ', 'B-NP', 'O')
('motifs', 'motif', 'NNS', 'I-NP', 'O')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('phylogenic', 'phylogenic', 'JJ', 'I-NP', 'O')
('tree', 'tree', 'NN', 'I-NP', 'O')
('aided', 'aid', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('construction', 'construction', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('dot', 'dot', 'NN', 'I-NP', 'O')
('plots', 'plot', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('further', 'further', 'RB', 'I-VP', 'O')
('analyze', 'analyze', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('position', 'position', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('specific', 'specific', 'JJ', 'B-NP', 'O')
('amino', 'amino', 'NN', 'I-NP', 'B-protein')
('acid', 'acid', 'NN', 'I-NP', 'I-protein')
('motifs', 'motif', 'NNS', 'I-NP', 'I-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('selected', 'select', 'VBN', 'I-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('sequences.', 'sequences.', 'NNS', 'I-NP', 'O')
Dot matrices were constructed using the dotmatcher program in which the chosen sequences were compared to show similarity among the infectious bacteria and the non infectious bacteria (Landes et al., 1998).
('Dot', 'Dot', 'NN', 'B-NP', 'O')
('matrices', 'matrix', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('constructed', 'construct', 'VBN', 'I-VP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('dotmatcher', 'dotmatcher', 'NN', 'I-NP', 'O')
('program', 'program', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('chosen', 'choose', 'VBN', 'I-NP', 'B-DNA')
('sequences', 'sequence', 'NNS', 'I-NP', 'I-DNA')
('were', 'be', 'VBD', 'B-VP', 'O')
('compared', 'compare', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('show', 'show', 'VB', 'I-VP', 'O')
('similarity', 'similarity', 'NN', 'B-NP', 'O')
('among', 'among', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('non', 'non', 'JJ', 'I-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('bacteria', 'bacteria', 'NNS', 'I-NP', 'O')
('(Landes', '(Landes', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('1998).', '1998).', 'CD', 'B-NP', 'O')
Similarity between the sequences was assessed by showing likeness through diagonal fragments in which a straight diagonal line exemplifies a high degree of similarity where as scattered diagonal fragments illustrate points of difference between the compared protein sequences.
('Similarity', 'Similarity', 'NN', 'B-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('assessed', 'assess', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('showing', 'show', 'VBG', 'B-VP', 'O')
('likeness', 'likeness', 'NN', 'B-NP', 'O')
('through', 'through', 'IN', 'B-PP', 'O')
('diagonal', 'diagonal', 'JJ', 'B-NP', 'O')
('fragments', 'fragment', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('straight', 'straight', 'JJ', 'I-NP', 'O')
('diagonal', 'diagonal', 'JJ', 'I-NP', 'O')
('line', 'line', 'NN', 'I-NP', 'O')
('exemplifies', 'exemplify', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('high', 'high', 'JJ', 'I-NP', 'O')
('degree', 'degree', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('similarity', 'similarity', 'NN', 'B-NP', 'O')
('where', 'where', 'WRB', 'B-ADVP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('scattered', 'scatter', 'VBN', 'B-NP', 'B-DNA')
('diagonal', 'diagonal', 'JJ', 'I-NP', 'I-DNA')
('fragments', 'fragment', 'NNS', 'I-NP', 'I-DNA')
('illustrate', 'illustrate', 'VBP', 'B-VP', 'O')
('points', 'point', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('difference', 'difference', 'NN', 'B-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('compared', 'compare', 'VBN', 'I-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('sequences.', 'sequences.', 'NNS', 'I-NP', 'O')
The sequences were assessed in the dot matcher program using a distance matrix, data matrix, and a chisquared analysis to solely project the diagonal fragments of similarity between the axes of the graph.
('The', 'The', 'DT', 'B-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('assessed', 'assess', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('dot', 'dot', 'NN', 'I-NP', 'O')
('matcher', 'matcher', 'NN', 'I-NP', 'O')
('program', 'program', 'NN', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('distance', 'distance', 'NN', 'I-NP', 'O')
('matrix,', 'matrix,', 'NN', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('matrix,', 'matrix,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('chisquared', 'chisquared', 'JJ', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('solely', 'solely', 'RB', 'I-VP', 'O')
('project', 'project', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('diagonal', 'diagonal', 'JJ', 'I-NP', 'O')
('fragments', 'fragment', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('similarity', 'similarity', 'NN', 'B-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('axes', 'ax', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('graph.', 'graph.', 'NN', 'I-NP', 'O')
