An Iterative Normalization Algorithm for cDNA Microarray Medical Data AnalysissA cDNA microarray experiment is one of the most usefulhigh-throughput experiments in medical informatics for monitoring gene expression levels.
('An', 'An', 'DT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('12', '12', 'CD', 'B-NP', 'O')
('x', 'x', 'SYM', 'O', 'O')
('1', '1', 'CD', 'B-NP', 'O')
('arrays', 'array', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('slide', 'slide', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('12', '12', 'CD', 'B-NP', 'O')
('x', 'x', 'CC', 'I-NP', 'O')
('32', '32', 'CD', 'I-NP', 'O')
('spots', 'spot', 'NNS', 'I-NP', 'O')
('(sub-grids)', '(sub-grids)', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('single', 'single', 'JJ', 'I-NP', 'O')
('array.', 'array.', 'NN', 'I-NP', 'O')
At each array, the last row consists of eight repeated sets of control genes; actin, lambda 564, and tublin.
('At', 'At', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('array,', 'array,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('last', 'last', 'JJ', 'I-NP', 'O')
('row', 'row', 'NN', 'I-NP', 'O')
('consists', 'consist', 'VBZ', 'B-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('eight', 'eight', 'CD', 'B-NP', 'O')
('repeated', 'repeat', 'VBN', 'I-NP', 'O')
('sets', 'set', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('control', 'control', 'NN', 'B-NP', 'O')
('genes;', 'genes;', 'NN', 'I-NP', 'O')
('actin,', 'actin,', 'NN', 'I-NP', 'O')
('lambda', 'lambda', 'NN', 'I-NP', 'O')
('564,', '564,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('tublin.', 'tublin.', 'NN', 'B-NP', 'O')
These genes are the housekeeping genes including negative and positive controls.
('These', 'These', 'DT', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('housekeeping', 'housekeeping', 'NN', 'I-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('including', 'include', 'VBG', 'B-PP', 'O')
('negative', 'negative', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('positive', 'positive', 'JJ', 'I-NP', 'O')
('controls.', 'controls.', 'NNS', 'I-NP', 'O')
Data analyzed in this paper were designed for a case study of the photo-aging effect of the skin.
('Data', 'Datum', 'NNS', 'B-NP', 'O')
('analyzed', 'analyze', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('paper', 'paper', 'NN', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('designed', 'design', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('case', 'case', 'NN', 'I-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('photo-aging', 'photo-aging', 'JJ', 'I-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('skin.', 'skin.', 'NN', 'I-NP', 'O')
The reference sample was extracted from an inner fore arm skin biopsy and the target mRNAs from the outer fore arm skin biopsy were exposed to more sunlight.
('The', 'The', 'DT', 'B-NP', 'O')
('reference', 'reference', 'NN', 'I-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('extracted', 'extract', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('inner', 'inner', 'JJ', 'I-NP', 'O')
('fore', 'fore', 'NN', 'I-NP', 'O')
('arm', 'arm', 'NN', 'I-NP', 'O')
('skin', 'skin', 'NN', 'I-NP', 'O')
('biopsy', 'biopsy', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('target', 'target', 'NN', 'I-NP', 'B-RNA')
('mRNAs', 'mRNA', 'NNS', 'I-NP', 'I-RNA')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('outer', 'outer', 'JJ', 'I-NP', 'O')
('fore', 'fore', 'NN', 'I-NP', 'O')
('arm', 'arm', 'NN', 'I-NP', 'O')
('skin', 'skin', 'NN', 'I-NP', 'O')
('biopsy', 'biopsy', 'NN', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('exposed', 'expose', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('more', 'more', 'RBR', 'B-NP', 'O')
('sunlight.', 'sunlight.', 'JJ', 'O', 'O')
By comparing the reference and target samples, the effect of sunlight can be determined.
('By', 'By', 'IN', 'B-PP', 'O')
('comparing', 'compare', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reference', 'reference', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('target', 'target', 'NN', 'I-NP', 'O')
('samples,', 'samples,', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('effect', 'effect', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('sunlight', 'sunlight', 'NN', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('determined.', 'determined.', 'VBN', 'I-VP', 'O')
Once the biological experiment was complete, a scanner reads the fluorescent intensity on a chip.
('Once', 'Once', 'RB', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('biological', 'biological', 'JJ', 'I-NP', 'O')
('experiment', 'experiment', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('complete,', 'complete,', 'VBN', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('scanner', 'scanner', 'NN', 'I-NP', 'O')
('reads', 'read', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('fluorescent', 'fluorescent', 'JJ', 'I-NP', 'O')
('intensity', 'intensity', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('chip.', 'chip.', 'NN', 'I-NP', 'O')
After reading, it records the mean, median and mode of the signal and background pixel intensities automatically.
('After', 'After', 'IN', 'B-PP', 'O')
('reading,', 'reading,', 'NN', 'B-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('records', 'record', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('mean,', 'mean,', 'NN', 'I-NP', 'O')
('median', 'median', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('mode', 'mode', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('signal', 'signal', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('background', 'background', 'NN', 'I-NP', 'O')
('pixel', 'pixel', 'NN', 'I-NP', 'O')
('intensities', 'intensity', 'NNS', 'I-NP', 'O')
('automatically.', 'automatically.', 'VBP', 'B-VP', 'O')
Among these values, the median is a good estimator of representing the intensities considered to have a pixel property.
('Among', 'Among', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('values,', 'values,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('median', 'median', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('good', 'good', 'JJ', 'I-NP', 'O')
('estimator', 'estimator', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('representing', 'represent', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('intensities', 'intensity', 'NNS', 'I-NP', 'O')
('considered', 'consider', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('pixel', 'pixel', 'NN', 'I-NP', 'O')
('property.', 'property.', 'NN', 'I-NP', 'O')
Therefore, the median value of the signal and background intensities is managed as the raw data in the calculation.
('Therefore,', 'Therefore,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('median', 'median', 'JJ', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('signal', 'signal', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('background', 'background', 'NN', 'I-NP', 'O')
('intensities', 'intensity', 'NNS', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('managed', 'manage', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('raw', 'raw', 'JJ', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('calculation.', 'calculation.', 'NN', 'I-NP', 'O')
The SMA packages in R software ( http://cran.r- project.org ) based on S-plus were used in the analysis.
('The', 'The', 'DT', 'B-NP', 'O')
('SMA', 'SMA', 'NN', 'I-NP', 'O')
('packages', 'package', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('R', 'R', 'NN', 'B-NP', 'O')
('software', 'software', 'NN', 'I-NP', 'O')
('(', '(', '(', 'O', 'O')
('http://cran.r-', 'http://cran.r-', 'NN', 'B-NP', 'O')
('project.org', 'project.org', 'NN', 'I-NP', 'O')
(')', ')', ')', 'O', 'O')
('based', 'base', 'VBN', 'B-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('S-plus', 'S-plus', 'NN', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('analysis.', 'analysis.', 'NN', 'I-NP', 'O')
This section shows the new Iterative normalization algorithm with the following steps.
('This', 'This', 'DT', 'B-NP', 'O')
('section', 'section', 'NN', 'I-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('new', 'new', 'JJ', 'I-NP', 'O')
('Iterative', 'Iterative', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('algorithm', 'algorithm', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('following', 'follow', 'VBG', 'I-NP', 'O')
('steps.', 'steps.', 'NN', 'I-NP', 'O')
1.
('1.', '1.', 'LS', 'B-LST', 'O')
Set the initial control gene set with the immobilizedknown housekeeping genes.
('Set', 'Set', 'VB', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('initial', 'initial', 'JJ', 'I-NP', 'B-DNA')
('control', 'control', 'NN', 'I-NP', 'I-DNA')
('gene', 'gene', 'NN', 'I-NP', 'I-DNA')
('set', 'set', 'VBN', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('immobilized', 'immobilize', 'VBN', 'I-NP', 'O')
('known', 'know', 'VBN', 'I-NP', 'O')
('housekeeping', 'housekeeping', 'NN', 'I-NP', 'O')
('genes.', 'genes.', 'NNS', 'I-NP', 'O')
2.
('2.', '2.', 'LS', 'B-LST', 'O')
Apply the LOWESS to the control gene set andobtain the estimate values.
('Apply', 'Apply', 'RB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('LOWESS', 'LOWESS', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('control', 'control', 'NN', 'I-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('set', 'set', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('obtain', 'obtain', 'VB', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('estimate', 'estimate', 'NN', 'I-NP', 'O')
('values.', 'values.', 'NN', 'I-NP', 'O')
(i = iterative number;1,2,3,---, j(c) = gene number in control gene set; 1,2,---,k)3.
('(i', '(i', 'LS', 'B-NP', 'O')
('=', '=', 'JJ', 'I-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('number;1,2,3,---,', 'number;1,2,3,---,', 'NN', 'I-NP', 'O')
('j(c)', 'j(c)', 'NN', 'I-NP', 'O')
('=', '=', 'JJ', 'I-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('control', 'control', 'NN', 'B-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('set;', 'set;', 'NN', 'I-NP', 'O')
('1,2,---,k)', '1,2,---,k)', 'CD', 'I-NP', 'O')
('3.', '3.', 'LS', 'O', 'O')
Approximate the M) (j=gene number; 1,2,3,---,N) value across the A values of all genes along theexpanded LOWESS estimates ( M^ (c >).
('Approximate', 'Approximate', 'VB', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M)', 'M)', 'NN', 'I-NP', 'O')
('(j=gene', '(j=gene', 'NN', 'I-NP', 'O')
('number;', 'number;', 'NN', 'I-NP', 'O')
('1,2,3,---,N)', '1,2,3,---,N)', 'NN', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('across', 'across', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('A', 'A', 'NN', 'I-NP', 'O')
('values', 'value', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('along', 'along', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('expanded', 'expand', 'VBN', 'I-NP', 'O')
('LOWESS', 'LOWESS', 'NN', 'I-NP', 'O')
('estimates', 'estimate', 'NNS', 'I-NP', 'O')
('(', '(', '(', 'O', 'O')
('M^', 'M^', 'NN', 'B-NP', 'O')
('(c', '(c', 'NN', 'I-NP', 'O')
('>).', '>).', '.', 'O', 'O')
4.
('4.', '4.', 'LS', 'B-LST', 'O')
Make a new M) value by the subtracting A/} valuefrom the previous Mj 1 value.
('Make', 'Make', 'VB', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('new', 'new', 'JJ', 'I-NP', 'O')
('M)', 'M)', 'NN', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('subtracting', 'subtract', 'VBG', 'I-NP', 'O')
('A/}', 'A/}', 'NN', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('previous', 'previous', 'JJ', 'I-NP', 'O')
('Mj', 'Mj', 'NN', 'I-NP', 'O')
('1', '1', 'CD', 'I-NP', 'O')
('value.', 'value.', 'NN', 'I-NP', 'O')
5.
('5.', '5.', 'LS', 'B-LST', 'O')
Extract the new control gene set within +0.05 boundaries of the M) value approximately 8% ( = ^) °f the whole genes.
('Extract', 'Extract', 'VB', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('new', 'new', 'JJ', 'I-NP', 'B-DNA')
('control', 'control', 'NN', 'I-NP', 'I-DNA')
('gene', 'gene', 'NN', 'I-NP', 'I-DNA')
('set', 'set', 'VBN', 'B-VP', 'O')
('within', 'within', 'IN', 'B-PP', 'O')
('+0.05', '+0.05', 'CD', 'B-NP', 'O')
('boundaries', 'boundary', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('M)', 'M)', 'NN', 'I-NP', 'O')
('value', 'value', 'NN', 'I-NP', 'O')
('approximately', 'approximately', 'RB', 'B-NP', 'O')
('8%', '8%', 'CD', 'I-NP', 'O')
('(', '(', '(', 'O', 'O')
('=', '=', 'SYM', 'B-VP', 'O')
('^)', '^)', 'NN', 'B-NP', 'O')
('°f', '°f', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('whole', 'whole', 'JJ', 'I-NP', 'O')
('genes.', 'genes.', 'NNS', 'I-NP', 'O')
6.
('6.', '6.', 'LS', 'B-LST', 'O')
Repeat the loop through process 2 to 5 iterativelyuntil S ; converges to 0.
('Repeat', 'Repeat', 'VB', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('loop', 'loop', 'NN', 'I-NP', 'O')
('through', 'through', 'IN', 'B-PP', 'O')
('process', 'process', 'NN', 'B-NP', 'O')
('2', '2', 'CD', 'I-NP', 'O')
('to', 'to', 'TO', 'I-NP', 'O')
('5', '5', 'CD', 'I-NP', 'O')
('iteratively', 'iteratively', 'RB', 'B-ADVP', 'O')
('until', 'until', 'IN', 'B-PP', 'O')
('S', 'S', 'NN', 'B-NP', 'O')
(';', ';', ':', 'O', 'O')
('converges', 'converge', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('0.', '0.', 'CD', 'B-NP', 'O')
The main idea of iterative normalization is to combine the LOWESS method and the iterative calculation by considering the control gene set.
('The', 'The', 'DT', 'B-NP', 'O')
('main', 'main', 'JJ', 'I-NP', 'O')
('idea', 'idea', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('iterative', 'iterative', 'JJ', 'B-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('combine', 'combine', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('LOWESS', 'LOWESS', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('calculation', 'calculation', 'NN', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('considering', 'consider', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('control', 'control', 'NN', 'I-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('set.', 'set.', 'NN', 'I-NP', 'O')
This means that theiterative normalization method focuses on the best use of all the genes on the same slide as a control set including the housekeeping genes initially in the process 1 and applying the iterative LOWESS methods to processes 2 through 5.
('This', 'This', 'DT', 'B-NP', 'O')
('means', 'mean', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('focuses', 'focus', 'VBZ', 'B-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('best', 'good', 'JJS', 'I-NP', 'O')
('use', 'use', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('all', 'all', 'PDT', 'B-NP', 'O')
('the', 'the', 'DT', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('same', 'same', 'JJ', 'I-NP', 'O')
('slide', 'slide', 'NN', 'I-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('control', 'control', 'NN', 'I-NP', 'O')
('set', 'set', 'VBN', 'B-VP', 'O')
('including', 'include', 'VBG', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('housekeeping', 'housekeeping', 'NN', 'I-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('initially', 'initially', 'RB', 'B-ADVP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('process', 'process', 'NN', 'I-NP', 'O')
('1', '1', 'CD', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('applying', 'apply', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('LOWESS', 'LOWESS', 'NN', 'I-NP', 'O')
('methods', 'method', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('processes', 'process', 'NNS', 'B-NP', 'O')
('2', '2', 'CD', 'B-NP', 'O')
('through', 'through', 'IN', 'B-PP', 'O')
('5.', '5.', 'CD', 'B-NP', 'O')
Accordingly, it can prevent data distortion that can be caused by putting data of other sources compulsorily in the adjustment.
('Accordingly,', 'Accordingly,', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('prevent', 'prevent', 'VB', 'I-VP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('distortion', 'distortion', 'NN', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('caused', 'cause', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('putting', 'put', 'VBG', 'B-VP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('sources', 'source', 'NNS', 'I-NP', 'O')
('compulsorily', 'compulsorily', 'RB', 'B-ADVP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('adjustment.', 'adjustment.', 'NN', 'I-NP', 'O')
Actually, the key point is to renew the control gene set from a homogenous environment, such as the same experimental time and same laboratory worker, from being on the same slide.
('Actually,', 'Actually,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('key', 'key', 'JJ', 'I-NP', 'O')
('point', 'point', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('renew', 'renew', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('control', 'control', 'NN', 'I-NP', 'B-DNA')
('gene', 'gene', 'NN', 'I-NP', 'I-DNA')
('set', 'set', 'VBN', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('homogenous', 'homogenous', 'JJ', 'I-NP', 'O')
('environment,', 'environment,', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('same', 'same', 'JJ', 'I-NP', 'O')
('experimental', 'experimental', 'JJ', 'I-NP', 'O')
('time', 'time', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('same', 'same', 'JJ', 'B-NP', 'O')
('laboratory', 'laboratory', 'NN', 'I-NP', 'O')
('worker,', 'worker,', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('being', 'be', 'VBG', 'B-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('same', 'same', 'JJ', 'I-NP', 'O')
('slide.', 'slide.', 'NN', 'I-NP', 'O')
At process 5, the reason for selecting stable genes staying near zero area at approximately 8% (= ) of all genes is to reflect the size of the initial control gene set size.
('At', 'At', 'IN', 'B-PP', 'O')
('process', 'process', 'NN', 'B-NP', 'O')
('5,', '5,', 'CD', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reason', 'reason', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('selecting', 'select', 'VBG', 'B-VP', 'O')
('stable', 'stable', 'JJ', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('staying', 'stay', 'VBG', 'B-VP', 'O')
('near', 'near', 'IN', 'B-NP', 'O')
('zero', 'zero', 'CD', 'I-NP', 'O')
('area', 'area', 'NN', 'I-NP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('approximately', 'approximately', 'RB', 'B-NP', 'O')
('8%', '8%', 'CD', 'I-NP', 'O')
('(=', '(=', 'LS', 'B-LST', 'O')
(')', ')', ')', 'O', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('reflect', 'reflect', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('initial', 'initial', 'JJ', 'I-NP', 'O')
('control', 'control', 'NN', 'I-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('set', 'set', 'NN', 'I-NP', 'O')
('size.', 'size.', 'NN', 'I-NP', 'O')
As mentioned before, 384 housekeeping genes among 4608 genes were immobilized on a cDNA chip.
('As', 'As', 'IN', 'B-SBAR', 'O')
('mentioned', 'mention', 'VBN', 'B-VP', 'O')
('before,', 'before,', 'IN', 'B-PP', 'O')
('384', '384', 'CD', 'B-NP', 'B-DNA')
('housekeeping', 'housekeeping', 'NN', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('among', 'among', 'IN', 'B-PP', 'O')
('4608', '4608', 'CD', 'B-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('were', 'be', 'VBD', 'B-VP', 'O')
('immobilized', 'immobilize', 'VBN', 'I-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('cDNA', 'cDNA', 'NN', 'I-NP', 'O')
('chip.', 'chip.', 'NN', 'I-NP', 'O')
In order to extract the stable control genes, approximately 8% of all genes, the genes were selected within the ±0.05 boundaries of 0 in the M} values, which is a size that satisfies approximately 8% of the whole genes empirically.
('In', 'In', 'IN', 'B-SBAR', 'O')
('order', 'order', 'NN', 'O', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('extract', 'extract', 'VB', 'I-VP', 'O')
