.
('.', '.', '.', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('typical', 'typical', 'JJ', 'I-NP', 'O')
('leucine', 'leucine', 'NN', 'I-NP', 'O')
('zipper.', 'zipper.', 'NN', 'I-NP', 'O')
Dramatic changes of protein structure found out on the C-terminal region of the TCP10L.
('Dramatic', 'Dramatic', 'JJ', 'B-NP', 'O')
('changes', 'change', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('protein', 'protein', 'NN', 'B-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('found', 'find', 'VBN', 'B-VP', 'O')
('out', 'out', 'RP', 'B-PRT', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('C-terminal', 'C-terminal', 'JJ', 'I-NP', 'B-protein')
('region', 'region', 'NN', 'I-NP', 'I-protein')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('TCP10L.', 'TCP10L.', 'NN', 'I-NP', 'O')
In spite of Chimpanzee TCP10L has two helixs and two beta-sheets in secondary protein structures, human TCP10L showed one helix and 4 betasheets structure on the C-terminal region.
('In', 'In', 'IN', 'B-PP', 'O')
('spite', 'spite', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Chimpanzee', 'Chimpanzee', 'NNP', 'B-NP', 'O')
('TCP10L', 'TCP10L', 'NN', 'I-NP', 'B-protein')
('has', 'have', 'VBZ', 'B-VP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('helixs', 'helix', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('beta-sheets', 'beta-sheet', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('secondary', 'secondary', 'JJ', 'B-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('structures,', 'structures,', 'VBD', 'B-VP', 'O')
('human', 'human', 'JJ', 'B-NP', 'O')
('TCP10L', 'TCP10L', 'NN', 'I-NP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('helix', 'helix', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('4', '4', 'CD', 'B-NP', 'O')
('betasheets', 'betasheet', 'NNS', 'I-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('C-terminal', 'C-terminal', 'JJ', 'I-NP', 'O')
('region.', 'region.', 'NN', 'I-NP', 'O')
These dramatic changes on the secondary structure might influence on three dimensional structures and also in their biological activities of the TCP10L between two species.
('These', 'These', 'DT', 'B-NP', 'O')
('dramatic', 'dramatic', 'JJ', 'I-NP', 'O')
('changes', 'change', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('secondary', 'secondary', 'JJ', 'I-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('might', 'might', 'MD', 'B-VP', 'O')
('influence', 'influence', 'VB', 'I-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('three', 'three', 'CD', 'B-NP', 'O')
('dimensional', 'dimensional', 'JJ', 'I-NP', 'O')
('structures', 'structure', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('biological', 'biological', 'JJ', 'I-NP', 'O')
('activities', 'activity', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('TCP10L', 'TCP10L', 'NN', 'I-NP', 'B-protein')
('between', 'between', 'IN', 'B-PP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('species.', 'species.', 'NNS', 'I-NP', 'O')
Implication of TCP10L changes in physiological function of testis and liverIn this study, we show that human TCP10L has 16 base pair difference in genomic DNA compare to chimpanzee ortholog.
('Implication', 'Implication', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('TCP10L', 'TCP10L', 'NN', 'B-NP', 'O')
('changes', 'change', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('physiological', 'physiological', 'JJ', 'B-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('testis', 'testis', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('liverIn', 'liverIn', 'NN', 'I-NP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study,', 'study,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('show', 'show', 'VBP', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('human', 'human', 'JJ', 'B-NP', 'B-protein')
('TCP10L', 'TCP10L', 'NN', 'I-NP', 'I-protein')
('has', 'have', 'VBZ', 'B-VP', 'O')
('16', '16', 'CD', 'B-NP', 'O')
('base', 'base', 'NN', 'I-NP', 'O')
('pair', 'pair', 'NN', 'I-NP', 'O')
('difference', 'difference', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('genomic', 'genomic', 'JJ', 'B-NP', 'O')
('DNA', 'DNA', 'NN', 'I-NP', 'O')
('compare', 'compare', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('chimpanzee', 'chimpanzee', 'VB', 'I-VP', 'O')
('ortholog.', 'ortholog.', 'NN', 'B-NP', 'O')
As a consequence, frame shift mutation occurs in CDS of human TCP10L and affects to human express as longer protein of 21 amino acid residues than that of chimpanzee.
('As', 'As', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('consequence,', 'consequence,', 'NN', 'I-NP', 'O')
('frame', 'frame', 'NN', 'I-NP', 'O')
('shift', 'shift', 'NN', 'I-NP', 'O')
('mutation', 'mutation', 'NN', 'I-NP', 'O')
('occurs', 'occur', 'VBZ', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('CDS', 'CDS', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('human', 'human', 'JJ', 'B-NP', 'B-protein')
('TCP10L', 'TCP10L', 'NN', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'O', 'O')
('affects', 'affect', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('human', 'human', 'JJ', 'B-NP', 'O')
('express', 'express', 'NN', 'I-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('longer', 'long', 'JJR', 'B-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('21', '21', 'CD', 'B-NP', 'B-protein')
('amino', 'amino', 'NN', 'I-NP', 'I-protein')
('acid', 'acid', 'NN', 'I-NP', 'I-protein')
('residues', 'residue', 'NNS', 'I-NP', 'I-protein')
('than', 'than', 'IN', 'B-PP', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('chimpanzee.', 'chimpanzee.', 'NN', 'B-NP', 'O')
Our further analysis found that the changes of primary structure of human TCP10L resulted in dramatic changes in secondary structure prediction.
('Our', 'Our', 'PRP$', 'B-NP', 'O')
('further', 'further', 'JJ', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('found', 'find', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('changes', 'change', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('primary', 'primary', 'JJ', 'B-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('human', 'human', 'JJ', 'B-NP', 'B-protein')
('TCP10L', 'TCP10L', 'NN', 'I-NP', 'I-protein')
('resulted', 'result', 'VBD', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('dramatic', 'dramatic', 'JJ', 'B-NP', 'O')
('changes', 'change', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('secondary', 'secondary', 'JJ', 'B-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('prediction.', 'prediction.', '.', 'O', 'O')
Functional study showed that human TCP10L is deduced to be 215 amino acids polypeptide and a typical leucine zipper motif exists in the middle of the peptide (Chen et al., 2003).
('Functional', 'Functional', 'JJ', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('human', 'human', 'JJ', 'B-NP', 'B-protein')
('TCP10L', 'TCP10L', 'NN', 'I-NP', 'I-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('deduced', 'deduce', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('215', '215', 'CD', 'B-NP', 'O')
('amino', 'amino', 'JJ', 'I-NP', 'O')
('acids', 'acid', 'NNS', 'I-NP', 'O')
('polypeptide', 'polypeptide', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('typical', 'typical', 'JJ', 'I-NP', 'O')
('leucine', 'leucine', 'NN', 'I-NP', 'B-protein')
('zipper', 'zipper', 'NN', 'I-NP', 'I-protein')
('motif', 'motif', 'NN', 'I-NP', 'I-protein')
('exists', 'exist', 'VBZ', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('middle', 'middle', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('peptide', 'peptide', 'NN', 'I-NP', 'O')
('(Chen', '(Chen', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2003).', '2003).', 'CD', 'B-NP', 'O')
The leucine zipper is DNA binding motif and indispensable to the biological functions of these transcription factors through dimerization.
('The', 'The', 'DT', 'B-NP', 'O')
('leucine', 'leucine', 'NN', 'I-NP', 'B-protein')
('zipper', 'zipper', 'NN', 'I-NP', 'I-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('DNA', 'DNA', 'NN', 'B-NP', 'B-DNA')
('binding', 'binding', 'NN', 'I-NP', 'I-DNA')
('motif', 'motif', 'NN', 'I-NP', 'I-DNA')
('and', 'and', 'CC', 'O', 'O')
('indispensable', 'indispensable', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('biological', 'biological', 'JJ', 'I-NP', 'O')
('functions', 'function', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('transcription', 'transcription', 'NN', 'I-NP', 'B-protein')
('factors', 'factor', 'NNS', 'I-NP', 'I-protein')
('through', 'through', 'IN', 'B-PP', 'O')
('dimerization.', 'dimerization.', 'NN', 'B-NP', 'O')
Based on these facts, the structural changes in the Cterminal region of TCP10L protein may not affect the DNA binding function of this transcription repressor.
('Based', 'Base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('facts,', 'facts,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('structural', 'structural', 'JJ', 'I-NP', 'O')
('changes', 'change', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Cterminal', 'Cterminal', 'JJ', 'I-NP', 'B-protein')
('region', 'region', 'NN', 'I-NP', 'I-protein')
('of', 'of', 'IN', 'B-PP', 'O')
('TCP10L', 'TCP10L', 'NN', 'B-NP', 'B-protein')
('protein', 'protein', 'NN', 'I-NP', 'I-protein')
('may', 'may', 'MD', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('affect', 'affect', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('DNA', 'DNA', 'NN', 'I-NP', 'O')
('binding', 'binding', 'NN', 'I-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('transcription', 'transcription', 'NN', 'I-NP', 'O')
('repressor.', 'repressor.', 'NN', 'I-NP', 'O')
More likely the C-terminal changes would affect some other function of human TCP10L such as interacting potential to other transcription factors or stability of the protein.
('More', 'More', 'RBR', 'B-ADJP', 'O')
('likely', 'likely', 'JJ', 'I-ADJP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('C-terminal', 'C-terminal', 'JJ', 'I-NP', 'O')
('changes', 'change', 'NNS', 'I-NP', 'O')
('would', 'would', 'MD', 'B-VP', 'O')
('affect', 'affect', 'VB', 'I-VP', 'O')
('some', 'some', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('function', 'function', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('human', 'human', 'JJ', 'B-NP', 'O')
('TCP10L', 'TCP10L', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('interacting', 'interact', 'VBG', 'B-VP', 'O')
('potential', 'potential', 'NN', 'B-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('transcription', 'transcription', 'NN', 'I-NP', 'B-protein')
('factors', 'factor', 'NNS', 'I-NP', 'I-protein')
('or', 'or', 'CC', 'O', 'O')
('stability', 'stability', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('protein.', 'protein.', 'NN', 'I-NP', 'O')
It has been known that the TCP10L interact with MAD as a transcription factor (Jiang et a!., 2004).
('It', 'It', 'PRP', 'B-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('known', 'know', 'VBN', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('TCP10L', 'TCP10L', 'NN', 'I-NP', 'B-protein')
('interact', 'interact', 'VBP', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('MAD', 'MAD', 'NN', 'B-NP', 'B-protein')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('transcription', 'transcription', 'NN', 'I-NP', 'B-protein')
('factor', 'factor', 'NN', 'I-NP', 'I-protein')
('(Jiang', '(Jiang', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('a!.,', 'a!.,', 'VBD', 'B-VP', 'O')
('2004).', '2004).', 'CD', 'B-NP', 'O')
More recently, Yu et al.
('More', 'More', 'RBR', 'B-NP', 'O')
('recently,', 'recently,', 'JJ', 'I-NP', 'O')
('Yu', 'Yu', 'NNP', 'I-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.', 'al.', 'FW', 'I-NP', 'O')
reported that TCP10L is expressed in nucleus of spermatogenic cell and bind to death associated protein kinase3 (DAPK3) (Yu et al., 2005).
('reported', 'report', 'VBD', 'O', 'O')
('that', 'that', 'DT', 'O', 'O')
('TCP10L', 'TCP10L', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('expressed', 'express', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('nucleus', 'nucleus', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('spermatogenic', 'spermatogenic', 'JJ', 'B-NP', 'B-cell_type')
('cell', 'cell', 'NN', 'I-NP', 'I-cell_type')
('and', 'and', 'CC', 'O', 'O')
('bind', 'bind', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('death', 'death', 'NN', 'B-NP', 'O')
('associated', 'associate', 'VBN', 'I-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('kinase3', 'kinase3', 'NN', 'I-NP', 'O')
('(DAPK3)', '(DAPK3)', 'NN', 'I-NP', 'O')
('(Yu', '(Yu', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2005).', '2005).', 'CD', 'B-NP', 'O')
Base on this, they suggested that TCP10L might play crucially important roles in spermatogenesis through its interaction with DAPK3.
('Base', 'Base', 'NN', 'B-NP', 'B-protein')
('on', 'on', 'IN', 'B-PP', 'O')
('this,', 'this,', 'DT', 'B-NP', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('suggested', 'suggest', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('TCP10L', 'TCP10L', 'NN', 'B-NP', 'B-protein')
('might', 'might', 'MD', 'B-VP', 'O')
('play', 'play', 'VB', 'I-VP', 'O')
('crucially', 'crucially', 'RB', 'B-NP', 'O')
('important', 'important', 'JJ', 'I-NP', 'O')
('roles', 'role', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('spermatogenesis', 'spermatogenesis', 'NN', 'B-NP', 'O')
('through', 'through', 'IN', 'B-PP', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('interaction', 'interaction', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('DAPK3.', 'DAPK3.', 'NN', 'B-NP', 'B-protein')
However, it is not clear that Cterminal region of TCP10L is responsible for interaction with DAP3.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('not', 'not', 'RB', 'O', 'O')
('clear', 'clear', 'JJ', 'B-ADJP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('Cterminal', 'Cterminal', 'JJ', 'B-NP', 'B-protein')
('region', 'region', 'NN', 'I-NP', 'I-protein')
('of', 'of', 'IN', 'B-PP', 'O')
('TCP10L', 'TCP10L', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('responsible', 'responsible', 'JJ', 'B-ADJP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('interaction', 'interaction', 'NN', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('DAP3.', 'DAP3.', 'NN', 'B-NP', 'B-protein')
In this point, our finding through comparative study of chimpanzee and human TCP10L can supply new approach method to understand the roles of TCP10L in spermatogenesis.
('In', 'In', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('point,', 'point,', 'NN', 'I-NP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('finding', 'finding', 'NN', 'I-NP', 'O')
('through', 'through', 'IN', 'B-PP', 'O')
('comparative', 'comparative', 'JJ', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('chimpanzee', 'chimpanzee', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('human', 'human', 'JJ', 'B-NP', 'O')
('TCP10L', 'TCP10L', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('supply', 'supply', 'VB', 'I-VP', 'O')
('new', 'new', 'JJ', 'B-NP', 'O')
('approach', 'approach', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('understand', 'understand', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('roles', 'role', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('TCP10L', 'TCP10L', 'NN', 'B-NP', 'B-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('spermatogenesis.', 'spermatogenesis.', 'NN', 'B-NP', 'O')
The human TCP10L gene is specifically expressed in the liver and testis.
('The', 'The', 'DT', 'B-NP', 'O')
('human', 'human', 'JJ', 'I-NP', 'B-DNA')
('TCP10L', 'TCP10L', 'NN', 'I-NP', 'I-DNA')
('gene', 'gene', 'NN', 'I-NP', 'I-DNA')
('is', 'be', 'VBZ', 'B-VP', 'O')
('specifically', 'specifically', 'RB', 'I-VP', 'O')
('expressed', 'express', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('liver', 'liver', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('testis.', 'testis.', 'NN', 'I-NP', 'O')
In the female, TCP10L only expresses in the liver.
('In', 'In', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('female,', 'female,', 'NN', 'I-NP', 'O')
('TCP10L', 'TCP10L', 'NN', 'I-NP', 'O')
('only', 'only', 'RB', 'B-ADVP', 'O')
('expresses', 'express', 'VBZ', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('liver.', 'liver.', 'NN', 'I-NP', 'O')
In previous report, Enard et al.
('In', 'In', 'IN', 'B-PP', 'O')
('previous', 'previous', 'JJ', 'B-NP', 'O')
('report,', 'report,', 'NN', 'I-NP', 'O')
('Enard', 'Enard', 'NNP', 'I-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.', 'al.', 'FW', 'I-NP', 'O')
showed that gene expression patterns in human liver are more similar to those of the chimpanzee than to those of macaques (Enard et al.
('showed', 'show', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('gene', 'gene', 'NN', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('patterns', 'pattern', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('human', 'human', 'JJ', 'B-NP', 'O')
('liver', 'liver', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('more', 'more', 'RBR', 'B-ADJP', 'O')
('similar', 'similar', 'JJ', 'I-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('chimpanzee', 'chimpanzee', 'NN', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('macaques', 'macaque', 'NNS', 'B-NP', 'O')
('(Enard', '(Enard', 'NNP', 'I-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.', 'al.', 'FW', 'I-NP', 'O')
2002).
('2002).', '2002).', 'LS', 'B-LST', 'O')
These results coincide with the evolutionary relationship of the species suggesting that gene expression patterns in liver reflect the evolutionary relationship in the primates.
('These', 'These', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('coincide', 'coincide', 'VBP', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('evolutionary', 'evolutionary', 'JJ', 'I-NP', 'O')
('relationship', 'relationship', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('species', 'specie', 'NNS', 'I-NP', 'O')
('suggesting', 'suggest', 'VBG', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('gene', 'gene', 'NN', 'B-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('patterns', 'pattern', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('liver', 'liver', 'NN', 'B-NP', 'O')
('reflect', 'reflect', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('evolutionary', 'evolutionary', 'JJ', 'I-NP', 'O')
('relationship', 'relationship', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('primates.', 'primates.', 'NN', 'I-NP', 'O')
The liver is an essential organ playing a central role in metabolism and detoxification of poisonous substances.
('The', 'The', 'DT', 'B-NP', 'O')
('liver', 'liver', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('essential', 'essential', 'JJ', 'I-NP', 'O')
('organ', 'organ', 'NN', 'I-NP', 'O')
('playing', 'play', 'VBG', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('central', 'central', 'JJ', 'I-NP', 'O')
('role', 'role', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('metabolism', 'metabolism', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('detoxification', 'detoxification', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('poisonous', 'poisonous', 'JJ', 'B-NP', 'O')
('substances.', 'substances.', 'NNS', 'I-NP', 'O')
Therefore, these changes in liver physiology might be required to adapt new environment such as changes of food and xenobiotics.
('Therefore,', 'Therefore,', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('changes', 'change', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('liver', 'liver', 'NN', 'B-NP', 'O')
('physiology', 'physiology', 'NN', 'I-NP', 'O')
('might', 'might', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('required', 'require', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('adapt', 'adapt', 'VB', 'I-VP', 'O')
('new', 'new', 'JJ', 'B-NP', 'O')
('environment', 'environment', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('changes', 'change', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('food', 'food', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('xenobiotics.', 'xenobiotics.', 'NN', 'I-NP', 'O')
The various genes participating in these metabolic reactions are regulated on transcription revel by many transcription factors (Schiaffonati etal., 1997).
('The', 'The', 'DT', 'B-NP', 'O')
('various', 'various', 'JJ', 'I-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('participating', 'participate', 'VBG', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('metabolic', 'metabolic', 'JJ', 'I-NP', 'O')
('reactions', 'reaction', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('regulated', 'regulate', 'VBN', 'I-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('transcription', 'transcription', 'NN', 'B-NP', 'O')
('revel', 'revel', 'NN', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
